Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Assessment Methods (product.metafields.custom.assessment_methods),Course Duration (product.metafields.custom.course_duration),Course Start Dates (product.metafields.custom.course_start_dates),Course Structure (product.metafields.custom.course_structure),Entry Requirements (product.metafields.custom.entry_requirments),Progression Opportunities (product.metafields.custom.progression_opportunities),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Skin care effect (product.metafields.shopify.skin-care-effect),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United Kingdom,Price / United Kingdom,Compare At Price / United Kingdom,Status
mens-feet-toes-laser-hair-removal,,,,,,,,,6 Sessions,,,,,,,,,0.0,,deny,manual,250.00,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
mens-feet-toes-laser-hair-removal-1,Men's Feet & Toes Laser Hair Removal,"<p><span>Achieve smooth, hair-free feet with our Men's Feet &amp; Toes Laser Hair Removal service. This targeted treatment effectively removes unwanted hair from the feet and toes, providing precise, long-lasting results using advanced laser technology. Enjoy a clean, polished look with minimal discomfort and exceptional care at our exclusive beauty clinic.</span></p>
<!---->",Pink Beauty Salon and Academy,Health & Beauty > Personal Care > Cosmetics > Cosmetic Tools > Makeup Tools > Eyebrow Stencils,"",Laser Hair Removal Men,true,Session,1 Session,,,,,,,,,0.0,,deny,manual,20.00,40.00,false,false,,,,,,https://cdn.shopify.com/s/files/1/0784/7696/8266/files/Men_s_Feet_Toes_Laser_Hair_Removal_be2f8fc0-afbd-4ad4-b7af-fbef90ff1e97.png?v=1744028698,1,"",false,,,6555,,,,,TRUE,,,,,,,,,,,,TRUE,,,lb,,,true,,,active
mens-feet-toes-laser-hair-removal-1,,,,,,,,,6 Sessions,,,,,,,,,0.0,,deny,manual,120.00,200.00,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
mens-forearms-laser-hair-removal,Men's Forearms Laser Hair Removal,"<p><span>Enhance your appearance with our Men's Forearms Laser Hair Removal service. This focused treatment removes unwanted hair from the forearms, delivering precise and long-lasting results using advanced laser technology. Enjoy smooth, hair-free skin with minimal discomfort and exceptional care at our exclusive beauty clinic.</span></p>
<!---->",Pink Beauty Salon and Academy,Health & Beauty > Personal Care > Cosmetics > Cosmetic Tools > Makeup Tools > Eyebrow Stencils,"",Laser Hair Removal Men,true,Session,1 Session,,,,,,,,,0.0,,deny,manual,35.00,70.00,false,false,,,,,,https://cdn.shopify.com/s/files/1/0784/7696/8266/files/Men_s_Forearms_Laser_Hair_Removal_8db99c9e-691f-4afa-8aa1-a65a82541ac8.png?v=1744028694,1,"",false,,,6555,,,,,TRUE,,,,,,,,,,,,TRUE,,,lb,,,true,,,active
mens-forearms-laser-hair-removal,,,,,,,,,6 Sessions,,,,,,,,,0.0,,deny,manual,200.00,350.00,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
mens-shoulders-laser-hair-removal,Men's Shoulders Laser Hair Removal,"<p><span>Achieve a sleek, hair-free look with our Men's Shoulders Laser Hair Removal service. This targeted treatment effectively removes unwanted hair from the shoulder area, using advanced laser technology for precise and long-lasting results. Enjoy smooth, refined skin with minimal discomfort and exceptional care at our exclusive beauty clinic.</span></p>
<!---->",Pink Beauty Salon and Academy,Health & Beauty > Personal Care > Cosmetics > Cosmetic Tools > Makeup Tools > Eyebrow Stencils,"",Laser Hair Removal Men,true,Session,1 Session,,,,,,,,,0.0,,deny,manual,30.00,65.00,false,false,,,,,,https://cdn.shopify.com/s/files/1/0784/7696/8266/files/Men_s_Shoulders_Laser_Hair_Removal_404b46e6-26c1-475d-b0be-46c20070b4f1.png?v=1744028690,1,"",false,,,6555,,,,,TRUE,,,,,,,,,,,,TRUE,,,lb,,,true,,,active
mens-shoulders-laser-hair-removal,,,,,,,,,6 Sessions,,,,,,,,,0.0,,deny,manual,180.00,325.00,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
mens-full-arms-laser-hair-removal,Men's Full Arms Laser Hair Removal,"<p><span>Experience smooth, hair-free arms with our Men's Full Arms Laser Hair Removal service. This comprehensive treatment targets unwanted hair from the entire arm area, from shoulders to wrists, ensuring long-lasting and effective results using advanced laser technology. Enjoy a clean, polished appearance with minimal discomfort and exceptional care at our exclusive beauty clinic.</span></p>
<!---->",Pink Beauty Salon and Academy,Health & Beauty > Personal Care > Cosmetics > Cosmetic Tools > Makeup Tools > Eyebrow Stencils,"",Laser Hair Removal Men,true,Session,1 Session,,,,,,,,,0.0,,deny,manual,60.00,95.00,false,false,,,,,,https://cdn.shopify.com/s/files/1/0784/7696/8266/files/Men_s_Full_Arms_Laser_Hair_Removal_f7230c7c-c790-4077-babe-c0f0fc0c6d11.png?v=1744028686,1,"",false,,,6555,,,,,TRUE,,,,,,,,,,,,TRUE,,,lb,,,true,,,active
mens-full-arms-laser-hair-removal,,,,,,,,,6 Sessions,,,,,,,,,0.0,,deny,manual,350.00,475.00,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
mens-lower-legs-laser-hair-removal,Men's Lower Legs Laser Hair Removal,"<p><span>Achieve smooth, hair-free lower legs with our Men's Lower Legs Laser Hair Removal service. This targeted treatment focuses on removing unwanted hair from the lower legs, delivering precise, long-lasting results with advanced laser technology. Enjoy a clean, polished look and exceptional care at our exclusive beauty clinic.</span></p>
<!---->",Pink Beauty Salon and Academy,Health & Beauty > Personal Care > Cosmetics > Cosmetic Tools > Makeup Tools > Eyebrow Stencils,"",Laser Hair Removal Men,true,Session,1 Session,,,,,,,,,0.0,,deny,manual,50.00,95.00,false,false,,,,,,https://cdn.shopify.com/s/files/1/0784/7696/8266/files/Men_s_Lower_Legs_Laser_Hair_Removal_d40f1a4b-8ba7-4537-a8bf-24d66bc3a14a.png?v=1744028682,1,"",false,,,6555,,,,,TRUE,,,,,,,,,,,,TRUE,,,lb,,,true,,,active
mens-lower-legs-laser-hair-removal,,,,,,,,,6 Sessions,,,,,,,,,0.0,,deny,manual,300.00,475.00,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
mens-chest-or-stomach-laser-hair-removal,Men's Chest or Stomach Laser Hair Removal,"<p><span>Refine your look with our Men's Chest or Stomach Laser Hair Removal service. This targeted treatment effectively removes unwanted hair from either the chest or stomach area, using advanced laser technology for precise, long-lasting results. Enjoy smooth, hair-free skin with minimal discomfort and exceptional care at our exclusive beauty clinic.</span></p>
<!---->",Pink Beauty Salon and Academy,Health & Beauty > Personal Care > Cosmetics > Cosmetic Tools > Makeup Tools > Eyebrow Stencils,"",Laser Hair Removal Men,true,Session,1 Session,,,,,,,,,0.0,,deny,manual,50.00,100.00,false,false,,,,,,https://cdn.shopify.com/s/files/1/0784/7696/8266/files/Men_s_Chest_or_Stomach_Laser_Hair_Removal_d2759af4-8afe-45ef-88e7-41993a265801.png?v=1744028679,1,"",false,,,6555,,,,,TRUE,,,,,,,,,,,,TRUE,,,lb,,,true,,,active
mens-chest-or-stomach-laser-hair-removal,,,,,,,,,6 Sessions,,,,,,,,,0.0,,deny,manual,300.00,500.00,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
mens-full-legs-laser-hair-removal,Men's Full Legs Laser Hair Removal,"<p><span>Achieve sleek, hair-free legs with our Men's Full Legs Laser Hair Removal service. This comprehensive treatment targets unwanted hair across the entire leg area, from thighs to ankles, ensuring long-lasting and effective results using advanced laser technology. Experience smooth, refined skin with minimal discomfort and exceptional care at our exclusive beauty clinic.</span></p>
<!---->",Pink Beauty Salon and Academy,Health & Beauty > Personal Care > Cosmetics > Cosmetic Tools > Makeup Tools > Eyebrow Stencils,"",Laser Hair Removal Men,true,Session,1 Session,,,,,,,,,0.0,,deny,manual,75.00,140.00,false,false,,,,,,https://cdn.shopify.com/s/files/1/0784/7696/8266/files/Men_s_Full_Legs_Laser_Hair_Removal_66f4b6b9-fc81-4751-b37e-be81bac32add.png?v=1744028675,1,"",false,,,6555,,,,,TRUE,,,,,,,,,,,,TRUE,,,lb,,,true,,,active
mens-full-legs-laser-hair-removal,,,,,,,,,6 Sessions,,,,,,,,,0.0,,deny,manual,450.00,700.00,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
mens-full-back-laser-hair-removal,Men's Full Back Laser Hair Removal,"<p><span>Experience a smooth, hair-free back with our Men's Full Back Laser Hair Removal service. This comprehensive treatment targets unwanted hair across the entire back, delivering effective and long-lasting results with advanced laser technology. Enjoy a clean, polished look with minimal discomfort and exceptional care at our exclusive beauty clinic.</span></p>
<!---->",Pink Beauty Salon and Academy,Health & Beauty > Personal Care > Cosmetics > Cosmetic Tools > Makeup Tools > Eyebrow Stencils,"",Laser Hair Removal Men,true,Session,1 Session,,,,,,,,,0.0,,deny,manual,70.00,140.00,false,false,,,,,,https://cdn.shopify.com/s/files/1/0784/7696/8266/files/Men_s_Full_Back_Laser_Hair_Removal_41e3be79-d276-4c0b-81c4-dcafc5a895a5.png?v=1744028672,1,"",false,,,6555,,,,,TRUE,,,,,,,,,,,,TRUE,,,lb,,,true,,,active
mens-full-back-laser-hair-removal,,,,,,,,,6 Sessions,,,,,,,,,0.0,,deny,manual,450.00,700.00,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
mens-full-back-laser-hair-removal-copy,Men's Lower Back Laser Hair Removal,"<p><span>Achieve a smooth, clean look with our Men's Lower Back Laser Hair Removal service. This targeted treatment effectively removes unwanted hair from the lower back, using advanced laser technology for precise and long-lasting results. Enjoy a hair-free appearance with minimal discomfort and exceptional care at our exclusive beauty clinic.</span></p>
<!---->",Pink Beauty Salon and Academy,Health & Beauty > Personal Care > Cosmetics > Cosmetic Tools > Makeup Tools > Eyebrow Stencils,"",Laser Hair Removal Men,true,Session,1 Session,,,,,,,,,0.0,,deny,manual,50.00,80.00,false,false,,,,,,https://cdn.shopify.com/s/files/1/0784/7696/8266/files/Men_s_Lower_Back_Laser_Hair_Removal_6135afae-562d-4cf0-8169-4c5fbef247b0.png?v=1744028668,1,"",false,,,6555,,,,,TRUE,,,,,,,,,,,,TRUE,,,lb,,,true,,,active
mens-full-back-laser-hair-removal-copy,,,,,,,,,6 Sessions,,,,,,,,,0.0,,deny,manual,300.00,400.00,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
level-2-nvq-diploma-in-beauty-therapy-general,VTCT Level 2 NVQ Diploma in Beauty Therapy General,"<ul>
<li>Fully accredited Ofqual regulated , insurable qualification. </li>
<li>VTCT industry-recognised diploma.</li>
<li>Flexible learning with expert tutor support.</li>
<li>Ideal for salon work or starting your own business. </li>
</ul>
<h3>Start your beauty therapy career with an Internationally recognised VTCT qualification.</h3>
<p>The Level 2 NVQ Diploma in Beauty Therapy (General) is the perfect starting point for those new to the beauty industry. This internationally recognised VTCT qualification provides the essential practical skills, theoretical knowledge, and professional confidence required to begin working in salons, spas, or to start your own beauty business.</p>",Pink Beauty Salon,Services > Personal Services > Beauty & Personal Care,"",Academy,true,Title,Default Title,,,,,,,,,0.0,,deny,manual,2399.00,2799.00,false,false,,,,,"",https://cdn.shopify.com/s/files/1/0784/7696/8266/files/spa-facial-treatment.jpg?v=1753114853,1,"",false,,,,,,,,,,,,,,"Assessment is carried out through practical observations, written assignments, and completion of case studies. Students will build a professional portfolio of evidence in line with VTCT qualification requirements. Final exams may take place approximately 4–6 weeks after the training period.","This course runs over approximately 14 weeks, delivered one day per week. Classes take place from 10:00 AM to 5 PM. Additional assessment and exam dates will be scheduled following completion of the training period.","Courses run regularly throughout the year at Pink Beauty & Aesthetics Academy. With no minimum class size required, students can begin their training without unnecessary delays. Please contact the academy for the latest availability.

Course start dates:
April 4th 2026
May 5th 2026
June 3rd 2026

Additional dates may be available.
","This comprehensive programme covers the core practical and theoretical skills required to begin a career in beauty therapy. Training is delivered through both practical and theory sessions within a professional working environment.

Units typically include:

• Facial treatments  
• Manicure services 
• Waxing techniques  
• Make-up application  
• Health and safety  
• Promote additional services or products to customers
• Develop and maintain effectiveness at work 
• Fulfil salon reception duties
• Enhance the appearance of eyebrows and eyelashes 
• Pedicure services 

","This course is ideal for beginners 16+ and those new to the beauty industry. No prior beauty qualification is required. Students should be prepared to complete practical assessments, case studies, and portfolio work as part of the qualification. ","After completing the Level 2 NVQ Diploma in Beauty Therapy (General), learners can progress onto the Level 3 NVQ Diploma in Beauty Therapy or other advanced beauty and aesthetics qualifications to further expand their treatment portfolio and career opportunities.",,,,lb,,,true,,,active
level-3-nvq-diploma-in-beauty-therapy-general,VTCT Level 3 NVQ Diploma in Beauty Therapy General,"<ul>
<li>Fully accredited Ofqual , insurable qualification<br>
</li>
<li>VTCT industry-recognised diploma<br>
</li>
<li>Flexible learning with expert tutor support<br>
</li>
<li>Ideal for salon work or starting your own business</li>
</ul>
<div class=""relative w-full my-4"">
<div class="""">
<div class=""relative"">
<div class=""h-full min-h-0 min-w-0"">
<div class=""h-full min-h-0 min-w-0"">
<div class=""border border-token-border-light border-radius-3xl corner-superellipse/1.1 rounded-3xl"">
<div class=""h-full w-full border-radius-3xl bg-token-bg-elevated-secondary corner-superellipse/1.1 overflow-clip rounded-3xl lxnfua_clipPathFallback"">
<div class="""">
<div class=""relative z-0 flex max-w-full"">
<div class=""q9tKkq_viewer cm-editor z-10 light:cm-light dark:cm-light flex h-full w-full flex-col items-stretch ͼs ͼ16"" dir=""ltr"" id=""code-block-viewer"">
<div class=""cm-scroller"">
<h3 class=""cm-content q9tKkq_readonly"">
<span class=""ͼ13""></span><span>Advance your beauty therapy career with a Internationally recognised VTCT qualification.</span>
</h3>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
<p>The Level 3 NVQ Diploma in Beauty Therapy (General) is designed for therapists who are ready to advance their skills and expand their professional treatment portfolio. This Internationally recognised VTCT qualification provides the practical experience, industry knowledge, and confidence needed to work in professional salon environments or successfully grow your own beauty business.<strong><br></strong></p>",Pink Beauty Salon,Services > Personal Services > Beauty & Personal Care,"",Academy,true,Title,Default Title,,,,,,,,,0.0,,deny,manual,2499.00,2999.00,false,false,,,,,"",https://cdn.shopify.com/s/files/1/0784/7696/8266/files/2_0ac979c8-0fd7-40b6-baad-bac06ac3910a.png?v=1753114862,1,"",false,,,,,,,,,,,,,,"Assessment is carried out through practical observations, written assignments, and completion of case studies. Students will build a professional portfolio of evidence in line with VTCT qualification requirements. Final exams may take place approximately 4–6 weeks after the training period.","This course runs over approximately 15-16 weeks, delivered one day per week. Classes take place from 10:00 AM to 5:00 PM. Additional assessment and exam dates will be scheduled following completion of the training period.","Courses run regularly throughout the year at Pink Beauty & Aesthetics Academy. With no minimum class size required, students can begin their training without unnecessary delays. 

Available Dates:
March 30th 2026
April 9th 2026
May 2nd 2026","This advanced programme covers a wide range of professional beauty therapy treatments and operational skills. Training is delivered through both practical and theoretical sessions within a live working clinic environment, allowing students to gain valuable real-client experience.

Units typically include:
* Body electrical treatments.
* Facial electrical treatments.
* Body massage.
* Single eyelash extensions.
* Female intimate waxing.
* Stone therapy treatments.
* Salon operations and planning promotional activities.
* Monitor procedures to safely control work procedures.
* Electrical epilation treatments.","To enrol on this course, learners (16+) must hold a recognised Level 2 qualification in Beauty Therapy (VTCT or equivalent). Students should be prepared to complete practical assessments, case studies, and portfolio work as part of the qualification.","After completing the Level 3 NVQ Diploma in Beauty Therapy (General), learners can progress onto advanced beauty and aesthetics qualifications, including Level 4 skin treatments and specialised aesthetic courses, further expanding their treatment portfolio and career opportunities.",,,,lb,,,true,,,active
level-4-certificate-in-micropigmentation,VTCT Level 4 Certificate in Micropigmentation,"<ul>
<li>Fully accredited Ofqual, insurable qualification. <br>
</li>
<li>VTCT Skills industry-recognised certificate. <br>
</li>
<li>Hands-on training with expert tutor support. <br>
</li>
<li>Ideal for advancing into permanent cosmetic treatments.</li>
</ul>
<h3>Advance into permanent cosmetics with an Internationally recognised VTCT Skills Level 4 qualification.</h3>
<p>The VTCT Skills Level 4 Certificate in Micropigmentation is designed for experienced beauty professionals looking to specialise in advanced permanent cosmetic treatments. This nationally recognised qualification provides the theoretical knowledge, practical competence, and clinical confidence required to safely perform eyebrow, eyeliner, and lip micro pigmentation within professional clinic environments.<br></p>",Pink Beauty Salon,Services > Personal Services > Beauty & Personal Care,"",Academy,true,Title,Default Title,,,,,,,,,0.0,,deny,manual,2599.00,2999.00,false,false,,,,,"",https://cdn.shopify.com/s/files/1/0784/7696/8266/files/Khushboo_Work_1080_x_800_px_2.png?v=1753114866,1,"",false,,,4326,,,,,,,,,,,"Assessment is carried out through practical observations, written assignments, and completion of case studies. Students will compile a professional portfolio of evidence in line with VTCT Skills qualification requirements. Final assessments may take place approximately 4–6 weeks after the training period.","This course runs over approximately 8 weeks, delivered one day per week. Classes take place on Wednesdays from 10:00 AM to 5:00 PM. Additional assessment and exam dates may be scheduled approximately 4–6 weeks after the training period.","Courses run regularly throughout the year at Pink Beauty & Aesthetics Academy. With no minimum class size required, students can begin their training without unnecessary delays. 

Available dates:
March 26th 2026
April 12th 2026
May 11th 2026 
","This advanced programme provides in-depth theoretical and practical training in professional micropigmentation techniques. Training is delivered within a professional clinical environment using industry-standard equipment.

Units typically include:

• Health, safety and legal requirements  
• Client consultation and treatment planning  
• Eyebrow micropigmentation techniques  
• Eyeliner micropigmentation techniques  
• Lip micropigmentation techniques  
• Colour theory and pigment selection  
• Skin anatomy and healing processes  
• Post-treatment aftercare","Learners must hold a recognised Level 3 qualification in Beauty Therapy (VTCT or equivalent) and be 18+. A good understanding of anatomy and physiology is recommended, as this course builds on existing professional knowledge to safely perform advanced micropigmentation treatments.","Upon successful completion, learners can progress into advanced permanent cosmetic practice, offering professional micropigmentation treatments within clinics, aesthetic practices, or their own specialist businesses. Graduates may also pursue further advanced aesthetic or skin qualifications.",,,,lb,,,true,,,active
level-4-diploma-in-advanced-beauty-therapy,VTCT Skills Level 4 Certificate in Laser and Intense Pulsed Light (IPL) Treatments,"<ul>
<li>Fully accredited Ofqual, insurable qualification  <br>
</li>
<li>VTCT Skills industry-recognised certificate  <br>
</li>
<li>Hands-on training with expert tutor support  </li>
<li>Ideal for advancing into high-demand aesthetic treatments</li>
</ul>
<h3>
<br>Advance into aesthetic practice with a Internationally recognised VTCT Skills Level 4 qualification.</h3>
<p>The VTCT Skills Level 4 Certificate in Laser and Intense Pulsed Light (IPL) Treatments is designed for experienced beauty professionals looking to specialise in advanced non-invasive aesthetic procedures. This Internationally recognised qualification provides the theoretical knowledge, practical competence, and clinical confidence required to safely perform laser and IPL treatments within professional clinic environments.</p>",Pink Beauty Salon,Services > Personal Services > Beauty & Personal Care,"",Academy,true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1499.00,,false,false,,,,,"",https://cdn.shopify.com/s/files/1/0784/7696/8266/files/Khushboo_Work_1080_x_800_px_3.png?v=1753114871,1,"",false,,,,,,,,,,,,,,"Assessment is carried out through practical observations, written assignments, and completion of case studies. Students will compile a professional portfolio of evidence in line with VTCT Skills qualification requirements. Final assessments may take place approximately 4–6 weeks after the training period.","This course runs over approximately 6 weeks, delivered one day per week. Classes take place on Thursdays from 10:00 AM to 5:00 PM. Additional assessment and exam dates may be scheduled approximately 4–6 weeks after the training period.","Courses run regularly throughout the year at Pink Beauty & Aesthetics Academy. With no minimum class size required, students can begin their training without unnecessary delays. 

Available Dates 
March 31st 2026
April 18th 2026
May 6th 2026

More dates available upon request.","This advanced programme provides in-depth theoretical and practical training in laser and intense pulsed light technologies. Training is delivered within a professional clinical environment using industry-standard equipment.

Units typically include:

• Health, safety and legal requirements  
• Laser and IPL technology principles  
• Laser and IPL hair reduction  
• Skin rejuvenation treatments  
• Treatment of pigmentation and vascular lesions  
• Client consultation and treatment planning","Learners (16+) must hold a recognised Level 3 qualification in Beauty Therapy (VTCT or equivalent). A good understanding of anatomy and physiology is required, as this course builds on existing professional knowledge to safely perform advanced laser and IPL treatments.","Upon successful completion, learners can progress into advanced aesthetic practice, offering professional laser and IPL treatments within clinics, medical spas, or their own specialist businesses. Graduates may also pursue further advanced aesthetic or skin qualifications.",,,,lb,,,true,,,active
hair-colouring,Hair Colouring,"<p><meta charset=""UTF-8""><span>Revamp your look with our expert hair colouring services at </span><em>Pink Beauty &amp; Aesthetics Academy</em><span>. From full colour to highlights and balayage, our stylists use top-quality products to achieve stunning, customized results. Whether you're going bold or natural, we'll ensure your hair stays healthy and vibrant.</span></p>",Pink Clinic,Health & Beauty > Personal Care > Hair Care > Hair Color,"",Hair Services,true,Type,Short,,,,,,,,,0.0,,deny,manual,80.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0784/7696/8266/files/Pink_Product_Images_84f01c96-4be9-4e5c-8a7d-11bba294e4b5.png?v=1744028652,1,"",false,,,2814,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
hair-colouring,,,,,,,,,Medium,,,,,,,,,0.0,,deny,manual,90.00,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
hair-colouring,,,,,,,,,Long,,,,,,,,,0.0,,deny,manual,100.00,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
half-arms,Half Arms,"<p><span>Enhance your smoothness with our Half Arms Laser Hair Removal package. This comprehensive treatment removes unwanted hair from your arms. Our advanced technology ensures effective, long-lasting results with minimal discomfort. Enjoy flawless, hair-free skin and exceptional care at our exclusive beauty clinic.</span></p>
<!---->",Pink Clinic,Health & Beauty > Personal Care > Shaving & Grooming > Hair Removal > Laser & IPL Hair Removal Devices > IPL Hair Removal Devices,"",Laser Hair Removal Women,true,Sessions,1 Session,,,,,,,,,0.0,,deny,manual,40.00,80.00,false,false,,,,,,https://cdn.shopify.com/s/files/1/0784/7696/8266/files/Full_Arms_Laser_Hair_Removal_de27c801-5386-48d4-b0ff-780dbcc4ccb7.png?v=1744028649,1,"",false,,,7199,,,,,TRUE,,,,,,,,,,,,TRUE,,,lb,,,true,,,active
half-arms,,,,,,,,,6 Sessions,,,,,,,,,0.0,,deny,manual,200.00,400.00,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
hydrafacial-1,Luxury Hydrafacial,"<p><span>Experience the ultimate in hydration with our Hydrafacial, a premium treatment that delivers deep cleansing and nourishment for a radiant complexion. This advanced facial combines gentle exfoliation, extraction, and infusion of hydrating serums to revitalize and rejuvenate your skin. Our expert aestheticians tailor the treatment to address your specific skin concerns, leaving your skin refreshed, glowing, and perfectly hydrated. Enjoy a luxurious, transformative skincare experience at our exclusive beauty clinic.</span></p>
<!---->",Pink Clinic,Health & Beauty > Personal Care > Cosmetics > Skin Care > Facial Cleansing Kits,"",Facials,true,Sessions,1 Session,,,,,,,,"",0.0,,deny,manual,85.00,100.00,false,false,,,,,"",https://cdn.shopify.com/s/files/1/0784/7696/8266/files/Hydrafacial_b9bdec44-a893-4259-9356-bf83ed8737ef.jpg?v=1763753111,1,"",false,,,7467,,,,,TRUE,,,,,,,,,,,,TRUE,,,lb,,,true,,,active
hydrafacial-1,,,,,,,,,6 Sessions,,,,,,,,"",0.0,,deny,manual,425.00,510.00,false,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
neck-laser-hair-removal,Neck Laser Hair Removal,"<p>Enjoy a smooth, hair-free neck with our Neck Laser Hair Removal service. Using state-of-the-art laser technology, this precise treatment effectively targets and removes unwanted hair from the neck area, offering long-lasting results with minimal discomfort. Achieve a polished, refined look and experience personalized care in the comfort of our exclusive beauty clinic.</p>",Pink Clinic,Health & Beauty > Personal Care > Shaving & Grooming > Hair Removal > Laser & IPL Hair Removal Devices > IPL Hair Removal Devices,"",Laser Hair Removal Women,true,Sessions,1 Session,,,,,,,,,0.0,,deny,manual,15.00,30.00,false,false,,,,,,https://cdn.shopify.com/s/files/1/0784/7696/8266/files/neck-laser-hair-removal_c064e236-caa6-4337-ac71-20ee29a7b40f.png?v=1744028636,1,"",false,,,7199,,,,,TRUE,,,,,,,,,,,,TRUE,,,lb,,,true,,,active
neck-laser-hair-removal,,,,,,,,,6 Sessions,,,,,,,,,0.0,,deny,manual,75.00,150.00,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
copy-of-bespoke-facial,Fruit Facial,"Every skin type is different, here at Pink Beauty our Aestheticians will put together two or more facial treatments ensuring to achieve the maximum results for your skin.",Pink Beauty Salon and Academy,Gift Cards,"",Skincare Treatments,false,Title,Default Title,,,,,,,,,0.0,,deny,gift_card,38.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0784/7696/8266/files/Fruitfacial.jpg?v=1711884709,1,"",true,Fruit Facial | Pink Beauty Salon | Reading,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,archived
